"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-08-24","PR","B",390,251,0,139,,,363,0,,71,305972,0,,,303412,,42,13922,13922,445,0,16696,,,,7002,,,0,319894,445,,,,,,0,310546,0
"2020-08-23","PR","B",390,251,9,139,,,370,0,,66,305972,0,,,303412,,36,13477,13477,195,0,16419,,,,7002,,,0,319449,195,,,,,,0,310546,0
"2020-08-22","PR","B",381,246,7,135,,,401,0,,67,305972,0,,,303412,,41,13282,13282,268,0,16295,,,,7002,,,0,319254,268,,,,,,0,310546,0
"2020-08-21","PR","B",374,240,7,134,,,392,0,,65,305972,0,,,303412,,42,13014,13014,438,0,15832,,,,7002,,,0,318986,438,,,,,,0,310546,0
"2020-08-20","PR","B",367,236,11,131,,,390,0,,57,305972,0,,,303412,,37,12576,12576,124,0,15567,,,,7002,,,0,318548,124,,,,,,0,310546,0
"2020-08-19","PR","B",356,225,10,131,,,361,0,,58,305972,0,,,303412,,39,12452,12452,81,0,15482,,,,7002,,,0,318424,81,,,,,,0,310546,0
"2020-08-18","PR","B",346,216,11,130,,,392,0,,62,305972,0,,,303412,,45,12371,12371,648,0,15342,,,,7002,,,0,318343,648,,,,,,0,310546,0
"2020-08-17","PR","B",335,206,0,129,,,400,0,,55,305972,0,,,303412,,44,11723,11723,472,0,15037,,,,7002,,,0,317695,472,,,,,,0,310546,0
"2020-08-16","PR","B",335,205,6,130,,,393,0,,64,305972,0,,,303412,,48,11251,11251,182,0,14755,,,,7002,,,0,317223,182,,,,,,0,310546,0
"2020-08-15","PR","B",329,201,12,128,,,406,0,,66,305972,0,,,303412,,46,11069,11069,339,0,14626,,,,7002,,,0,317041,339,,,,,,0,310546,0
"2020-08-14","PR","B",317,192,11,125,,,428,0,,70,305972,0,,,303412,,49,10730,10730,451,0,14398,,,,7002,,,0,316702,451,,,,,,0,310546,0
"2020-08-13","PR","B",306,182,11,124,,,466,0,,80,305972,0,,,303412,,57,10279,10279,110,0,14167,,,,7002,,,0,316251,110,,,,,,0,310546,0
"2020-08-12","PR","B",295,174,8,121,,,447,0,,75,305972,0,,,303412,,57,10169,10169,564,0,13905,,,,7002,,,0,316141,564,,,,,,0,310546,0
"2020-08-11","PR","B",287,167,8,120,,,439,0,,80,305972,0,,,303412,,62,9605,9605,286,0,13798,,,,7002,,,0,315577,286,,,,,,0,310546,0
"2020-08-10","PR","B",279,161,0,118,,,423,0,,77,305972,0,,,303412,,50,9319,9319,385,0,13502,,,,7002,,,0,315291,385,,,,,,0,310546,0
"2020-08-09","PR","B",279,161,5,118,,,424,0,,79,305972,0,,,303412,,53,8934,8934,361,0,13187,,,,7002,,,0,314906,361,,,,,,0,310546,0
"2020-08-08","PR","B",274,158,9,116,,,399,0,,77,305972,0,,,303412,,54,8573,8573,343,0,12851,,,,7002,,,0,314545,343,,,,,,0,310546,0
"2020-08-07","PR","B",265,149,7,116,,,440,0,,73,305972,0,,,303412,,58,8230,8230,406,0,12456,,,,7002,,,0,314202,406,,,,,,0,310546,0
"2020-08-06","PR","B",258,144,12,114,,,456,0,,76,305972,0,,,303412,,53,7824,7824,140,0,12110,,,,7002,,,0,313796,140,,,,,,0,310546,0
"2020-08-05","PR","B",246,133,9,113,,,507,0,,73,305972,0,,,303412,,54,7684,7684,271,0,11967,,,,7002,,,0,313656,271,,,,,,0,310546,0
"2020-08-04","PR","B",237,127,7,110,,,509,0,,75,305972,0,,,303412,,56,7413,7413,300,0,11911,,,,7002,,,0,313385,300,,,,,,0,310546,0
"2020-08-03","PR","B",230,119,0,111,,,533,0,,66,305972,0,,,303412,,51,7113,7113,278,0,11678,,,,7002,,,0,313085,278,,,,,,0,310546,0
"2020-08-02","PR","B",230,119,5,111,,,506,0,,64,305972,0,,,303412,,46,6835,6835,292,0,11576,,,,7002,,,0,312807,292,,,,,,0,310546,0
"2020-08-01","PR","B",225,115,6,110,,,508,0,,65,305972,0,,,303412,,41,6543,6543,546,0,11329,,,,7002,,,0,312515,546,,,,,,0,310546,0
"2020-07-31","PR","B",219,113,5,106,,,488,0,,62,305972,0,,,303412,,39,5997,5997,77,0,10784,,,,7002,,,0,311969,77,,,,,,0,310546,0
"2020-07-30","PR","B",214,109,3,105,,,504,0,,63,305972,0,,,303412,,40,5920,5920,220,0,10652,,,,7002,,,0,311892,220,,,,,,0,310546,0
"2020-07-29","PR","B",211,106,2,105,,,495,0,,66,305972,0,,,303412,,37,5700,5700,115,0,10361,,,,7002,,,0,311672,115,,,,,,0,310546,0
"2020-07-28","PR","B",209,104,8,105,,,469,0,,66,305972,0,,,303412,,37,5585,5585,169,0,10255,,,,7002,,,0,311557,169,,,,,,0,310546,0
"2020-07-27","PR","B",201,99,0,102,,,509,0,,66,305972,0,,,303412,,37,5416,5416,180,0,10015,,,,7002,,,0,311388,180,,,,,,0,310546,0
"2020-07-26","PR","B",201,99,0,102,,,496,0,,61,305972,0,,,303412,,34,5236,5236,194,0,9907,,,,7002,,,0,311208,194,,,,,,0,310546,0
"2020-07-25","PR","B",201,99,10,102,,,496,0,,57,305972,0,,,303412,,35,5042,5042,248,0,9498,,,,7002,,,0,311014,248,,,,,,0,310546,0
"2020-07-24","PR","B",191,90,3,101,,,460,0,,58,305972,0,,,303412,,31,4794,4794,220,0,9173,,,,7002,,,0,310766,220,,,,,,0,310546,0
"2020-07-23","PR","B",188,87,3,101,,,442,0,,56,305972,50206,,,303412,,40,4574,4574,244,0,8899,,,,7002,,,0,310546,50450,,,,,,0,310546,52545
"2020-07-22","PR","B",185,84,5,101,,,415,0,,49,255766,0,,,253922,,31,4330,4330,75,0,8708,,,,3966,,,0,260096,75,,,,,,0,258001,0
"2020-07-21","PR","B",180,81,0,99,,,375,0,,40,255766,0,,,253922,,24,4255,4255,244,0,8685,,,,3966,,,0,260021,244,,,,,,0,258001,0
"2020-07-20","PR","B",180,81,2,99,,,336,0,,31,255766,0,,,253922,,20,4011,4011,220,0,8450,,,,3966,,,0,259777,220,,,,,,0,258001,0
"2020-07-19","PR","B",178,81,0,97,,,315,0,,26,255766,0,,,253922,,18,3791,3791,330,0,8272,,,,3966,,,0,259557,330,,,,,,0,258001,0
"2020-07-18","PR","B",178,81,1,97,,,316,0,,29,255766,0,,,253922,,25,3461,3461,189,0,7992,,,,3966,,,0,259227,189,,,,,,0,258001,0
"2020-07-17","PR","B",177,80,5,97,,,302,0,,34,255766,0,,,253922,,27,3272,3272,153,0,7848,,,,3966,,,0,259038,153,,,,,,0,258001,0
"2020-07-16","PR","B",172,75,1,97,,,280,0,,25,255766,0,,,253922,,14,3119,3119,76,0,7455,,,,3966,,,0,258885,76,,,,,,0,258001,0
"2020-07-15","PR","B",171,75,2,96,,,254,0,,18,255766,0,,,253922,,11,3043,3043,139,0,7336,,,,3966,,,0,258809,139,,,,,,0,258001,0
"2020-07-14","PR","B",169,73,2,96,,,206,0,,14,255766,0,,,253922,,9,2904,2904,93,0,7219,,,,3966,,,0,258670,93,,,,,,0,258001,0
"2020-07-13","PR","B",167,71,0,96,,,159,0,,15,255766,0,,,253922,,8,2811,2811,228,0,7199,,,,3966,,,0,258577,228,,,,,,0,258001,0
"2020-07-12","PR","B",167,71,0,96,,,174,0,,12,255766,0,,,253922,,11,2583,2583,148,0,7071,,,,3966,,,0,258349,148,,,,,,0,258001,0
"2020-07-11","PR","B",167,71,8,96,,,174,0,,12,255766,0,,,253922,,7,2435,2435,84,0,6931,,,,3966,,,0,258201,84,,,,,,0,258001,0
"2020-07-10","PR","B",159,64,0,95,,,140,0,,12,255766,0,,,253922,,10,2351,2351,116,0,6786,,,,3966,,,0,258117,116,,,,,,0,258001,0
"2020-07-09","PR","B",159,64,0,95,,,147,0,,11,255766,63080,,,253922,,7,2235,2235,64,0,6627,,,,3966,,,0,258001,63144,,,,,,0,258001,63677
"2020-07-08","PR","B",159,64,2,95,,,127,0,,9,192686,0,,,191601,,10,2171,2171,24,0,6574,,,,2627,,,0,194857,24,,,,,,0,194324,0
"2020-07-07","PR","C",157,62,2,95,,,122,0,,19,192686,0,,,191601,,7,2147,2147,76,0,6567,,,,2627,,,0,194833,76,,,,,,0,194324,0
"2020-07-06","PR","C",155,60,0,95,,,115,0,,18,192686,0,,,191601,,11,2071,2071,225,0,6514,,,,2627,,,0,194757,225,,,,,,0,194324,0
"2020-07-05","PR","C",155,60,0,95,,,118,0,,9,192686,0,,,191601,,5,1846,1846,29,0,6070,,,,2627,,,0,194532,29,,,,,,0,194324,0
"2020-07-04","PR","C",155,60,1,95,,,100,0,,8,192686,0,,,191601,,4,1817,1817,26,0,5970,,,,2627,,,0,194503,26,,,,,,0,194324,0
"2020-07-03","PR","C",154,60,1,94,,,104,0,,11,192686,0,,,191601,,6,1791,1791,24,0,5892,,,,2627,,,0,194477,24,,,,,,0,194324,0
"2020-07-02","PR","C",153,59,0,94,,,97,0,,8,192686,0,,,191601,,3,1767,1767,38,0,5841,,,,2627,,,0,194453,38,,,,,,0,194324,0
"2020-07-01","PR","C",153,59,0,94,,,121,0,,7,192686,0,,,191601,,3,1729,1729,36,0,5808,,,,2627,,,0,194415,36,,,,,,0,194324,0
"2020-06-30","PR","C",153,59,0,94,,,102,0,,9,192686,0,,,191601,,2,1693,1693,55,0,5772,,,,2627,,,0,194379,55,,,,,,0,194324,0
"2020-06-29","PR","C",153,59,0,94,,,104,0,,8,192686,79406,,,191601,,1,1638,1638,14,0,5612,,,,2627,,,0,194324,79420,,,,,,0,194324,79601
"2020-06-28","PR","C",153,59,1,94,,,99,0,,8,113280,0,,,112331,,5,1624,1624,22,0,5565,,,,2326,,,0,114904,22,,,,,,0,114723,0
"2020-06-27","PR","C",152,58,1,94,,,105,0,,10,113280,0,,,112331,,5,1602,1602,19,0,5464,,,,2326,,,0,114882,19,,,,,,0,114723,0
"2020-06-26","PR","C",151,57,0,94,,,89,0,,9,113280,0,,,112331,,7,1583,1583,4,0,5339,,,,2326,,,0,114863,4,,,,,,0,114723,0
"2020-06-25","PR","C",151,57,2,94,,,85,0,,12,113280,0,,,112331,,4,1579,1579,2,0,5298,,,,2326,,,0,114859,2,,,,,,0,114723,0
"2020-06-24","PR","C",149,57,0,92,,,80,0,,9,113280,0,,,112331,,2,1577,1577,27,0,5243,,,,2326,,,0,114857,27,,,,,,0,114723,0
"2020-06-23","PR","C",149,57,0,92,,,77,0,,9,113280,0,,,112331,,2,1550,1550,10,0,5135,,,,2326,,,0,114830,10,,,,,,0,114723,0
"2020-06-22","PR","C",149,57,0,92,,,70,0,,10,113280,0,,,112331,,3,1540,1540,7,0,5024,,,,2326,,,0,114820,7,,,,,,0,114723,0
"2020-06-21","PR","C",149,57,2,92,,,71,0,,13,113280,0,,,112331,,5,1533,1533,2,0,4992,,,,2326,,,0,114813,2,,,,,,0,114723,0
"2020-06-20","PR","C",147,57,0,90,,,83,0,,10,113280,0,,,112331,,4,1531,1531,32,0,4932,,,,2326,,,0,114811,32,,,,,,0,114723,0
"2020-06-19","PR","C",147,57,0,90,,,78,0,,7,113280,0,,,112331,,3,1499,1499,3,0,4696,,,,2326,,,0,114779,3,,,,,,0,114723,0
"2020-06-18","PR","C",147,57,0,90,,,73,0,,9,113280,0,,,112331,,5,1496,1496,10,0,4615,,,,2326,,,0,114776,10,,,,,,0,114723,0
"2020-06-17","PR","C",147,57,0,90,,,78,0,,8,113280,0,,,112331,,1,1486,1486,7,0,4517,,,,2326,,,0,114766,7,,,,,,0,114723,0
"2020-06-16","PR","C",147,57,0,90,,,94,0,,9,113280,0,,,112331,,1,1479,1479,2,0,4472,,,,2326,,,0,114759,2,,,,,,0,114723,0
"2020-06-15","PR","C",147,57,0,90,,,104,0,,8,113280,0,,,112331,,2,1477,1477,6,0,4413,,,,2326,,,0,114757,6,,,,,,0,114723,0
"2020-06-14","PR","C",147,57,1,90,,,110,0,,6,113280,0,,,112331,,2,1471,1471,11,0,4340,,,,2326,,,0,114751,11,,,,,,0,114723,0
"2020-06-13","PR","C",146,56,0,90,,,117,0,,4,113280,0,,,112331,,3,1460,1460,17,0,4230,,,,2326,,,0,114740,17,,,,,,0,114723,0
"2020-06-12","PR","C",146,56,2,90,,,92,0,,7,113280,24595,,,112331,,4,1443,1443,40,0,4093,,,,2326,,,0,114723,24635,,,,,,0,114723,24678
"2020-06-11","PR","C",144,56,1,88,,,91,0,,7,88685,0,,,87930,,4,1403,1403,1,0,3949,,,,2060,,,0,90088,1,,,,,,0,90045,0
"2020-06-10","PR","C",143,63,1,80,,,97,0,,8,88685,0,,,87930,,5,1402,1402,16,0,3927,,,,2060,,,0,90087,16,,,,,,0,90045,0
"2020-06-09","PR","B",142,63,0,79,,,95,0,,9,88685,0,,,87930,,6,1386,1386,13,0,3799,,,,2060,,,0,90071,13,,,,,,0,90045,0
"2020-06-08","PR","B",142,63,0,79,,,107,0,,8,88685,0,,,87930,,7,1373,1373,9,0,3673,,,,2060,,,0,90058,9,,,,,,0,90045,0
"2020-06-07","PR","B",142,63,0,79,,,105,0,,6,88685,0,,,87930,,7,1364,1364,4,0,3621,,,,2060,,,0,90049,4,,,,,,0,90045,0
"2020-06-06","PR","B",142,63,1,79,,,100,0,,7,88685,28263,,,87930,,4,1360,1360,30,0,3555,,,,2060,,,0,90045,28293,,,,,,0,90045,28343
"2020-06-05","PR","B",141,63,1,78,,,116,0,,9,60422,0,,,59701,,7,1330,1330,8,0,3290,,,,1952,,,0,61752,8,,,,,,0,61702,0
"2020-06-04","PR","B",140,63,0,77,,,114,0,,15,60422,0,,,59701,,9,1322,1322,9,0,3186,,,,1952,,,0,61744,9,,,,,,0,61702,0
"2020-06-03","PR","B",140,63,2,77,,,107,0,,12,60422,0,,,59701,,7,1313,1313,8,0,2710,,,,1952,,,0,61735,8,,,,,,0,61702,0
"2020-06-02","PR","B",138,63,2,75,,,106,0,,17,60422,0,,,59701,,10,1305,1305,1,0,2630,,,,1952,,,0,61727,1,,,,,,0,61702,0
"2020-06-01","PR","B",136,63,0,73,,,99,0,,9,60422,0,,,59701,,4,1304,1304,0,0,2569,,,,1952,,,0,61726,0,,,,,,0,61702,0
"2020-05-31","PR","B",136,63,3,73,,,99,0,,9,60422,0,,,59701,,1,1304,1304,4,0,2472,,,,1952,,,0,61726,4,,,,,,0,61702,0
"2020-05-30","PR","B",133,62,1,71,,,106,0,,6,60422,0,,,59701,,5,1300,1300,7,0,2418,,,,1952,,,0,61722,7,,,,,,0,61702,0
"2020-05-29","PR","B",132,62,1,70,,,101,0,,12,60422,0,,,59701,,5,1293,1293,13,0,2354,,,,1952,,,0,61715,13,,,,,,0,61702,0
"2020-05-28","PR","B",131,61,2,70,,,120,0,,12,60422,19934,,,59701,,5,1280,1280,20,0,2206,,,,1952,,,0,61702,19954,,,,,,0,61702,20001
"2020-05-27","PR","B",129,61,0,68,,,105,0,,8,40488,0,,,40095,,4,1260,1260,19,0,2137,,,,1572,,,0,41748,19,,,,,,0,41701,0
"2020-05-26","PR","B",129,61,0,68,,,104,0,,14,40488,0,,,40095,,4,1241,1241,1,0,2083,,,,1572,,,0,41729,1,,,,,,0,41701,0
"2020-05-25","PR","B",129,61,2,68,,,112,0,,16,40488,0,,,40095,,8,1240,1240,10,0,2020,,,,1572,,,0,41728,10,,,,,,0,41701,0
"2020-05-24","PR","B",127,61,0,66,,,106,0,,13,40488,0,,,40095,,7,1230,1230,-640,0,1959,,,,1572,,,0,41718,-640,,,,,,0,41701,0
"2020-05-23","PR","B",127,61,1,66,,,106,0,,14,40488,0,,,40095,,5,1870,1870,649,0,1230,,,,1572,,,0,42358,649,,,,,,0,41701,0
"2020-05-22","PR","B",126,60,0,66,,,96,0,,12,40488,0,,,40095,,6,1221,1221,8,0,1809,,,,1572,,,0,41709,8,,,,,,0,41701,0
"2020-05-21","PR","C",126,60,1,66,,,114,0,,13,40488,40488,,,40095,,7,1213,1213,7,0,1700,,,,1572,,,0,41701,40495,,,,,,0,41701,41701
"2020-05-20","PR","C",125,66,1,,,,110,0,,20,,0,,,,,5,1206,1206,-1,0,1660,,,,,,,0,1206,-1,,,,,,0,,0
"2020-05-19","PR","C",124,60,0,,,,121,0,,20,,0,,,,,8,1207,1207,12,0,1598,,,,,,,0,1207,12,,,,,,0,,0
"2020-05-18","PR","C",124,60,1,,,,147,0,,17,,0,,,,,4,1195,1195,48,0,1515,,,,,,,0,1195,48,,,,,,0,,0
"2020-05-17","PR","C",123,60,1,,,,150,0,,24,,0,,,,,5,1147,1147,33,0,1499,,,,,,,0,1147,33,,,,,,0,,0
"2020-05-16","PR","B",122,59,0,,,,144,0,,15,,0,,,,,5,1114,1114,26,0,1475,,,,,,,0,1114,26,,,,,,0,,0
"2020-05-15","PR","B",122,63,5,,,,147,0,,18,,0,,,,,3,1088,1088,15,0,1454,,,,,,,0,1088,15,,,,,,0,,0
"2020-05-14","PR","B",117,58,2,,,,159,0,,18,,0,,,,,5,1073,1073,9,0,1354,,,,,,,0,1073,9,,,,,,0,,0
"2020-05-13","PR","C",115,58,1,,,,142,0,,10,,0,,,,,6,1064,1064,2,0,1265,,,,,,,0,1064,2,,,,,,0,,0
"2020-05-12","PR","C",114,58,1,,,,127,0,,,,0,,,,,,1062,1062,8,0,1237,,,,,,,0,1062,8,,,,,,0,,0
"2020-05-11","PR","D",113,57,2,,,,159,0,,,,0,,,,,,1054,1054,14,0,1202,,,,,,,0,1054,14,,,,,,0,,0
"2020-05-10","PR","D",111,57,3,,,,143,0,,,,0,,,,,,1040,1040,6,0,1158,,,,,,,0,1040,6,,,,,,0,,0
"2020-05-09","PR","C",108,57,1,,,,148,0,,,,0,,,,,7,1034,1034,5,0,1139,,,,,,,0,1034,5,,,,,,0,,0
"2020-05-08","PR","C",107,56,5,,,,161,0,,,,0,,,,,10,1029,1029,16,0,1127,,,,,,,0,1029,16,,,,,,0,,0
"2020-05-07","PR","D",102,56,3,,,,164,0,,,,0,,,,,,1013,1013,7,0,1018,,,,,,,0,1013,7,,,,,,0,,0
"2020-05-06","PR","D",99,56,0,,,,144,0,,,,-9313,,,,,,1006,1006,1,0,962,,,,,,,0,1006,-9312,,,,,,0,,0
"2020-05-05","PR","D",99,56,2,,,,140,0,,,9313,0,,,,,,1005,1005,4,0,919,,,,,,,0,10318,4,,,,,,0,,0
"2020-05-04","PR","D",97,54,0,,,,152,0,,,9313,0,,,,,,1001,1001,13,0,842,,,,,,,0,10314,13,,,,,,0,,0
"2020-05-03","PR","D",97,53,2,,,,171,0,,,9313,0,,,,,,988,988,15,0,820,,,,,,,0,10301,15,,,,,,0,,0
"2020-05-02","PR","D",95,53,3,,,,187,0,,,9313,0,,,,,,973,973,9,0,784,,,,,,,0,10286,9,,,,,,0,,0
"2020-05-01","PR","D",92,51,0,,,,200,0,,,9313,0,,,,,,964,964,9,0,611,,,,,,,0,10277,9,,,,,,0,,0
"2020-04-30","PR","D",92,51,6,,,,201,0,,,9313,0,,,,,,955,955,51,0,584,,,,,,,0,10268,51,,,,,,0,,0
"2020-04-29","PR","D",86,51,0,,,,125,0,,,9313,0,,,,,,904,904,6,0,529,,,,,,,0,10217,6,,,,,,0,,0
"2020-04-28","PR","D",86,,2,,,,132,0,,,9313,0,,,,,,898,898,3,0,502,,,,,,,0,10211,3,,,,,,0,,0
"2020-04-27","PR","D",84,,0,,,,140,0,,,9313,0,,,,,,895,895,4,0,494,,,,,,,0,10208,4,,,,,,0,,0
"2020-04-26","PR","D",84,,1,,,,146,0,,,9313,0,,,,,,891,891,13,0,480,,,,,,,0,10204,13,,,,,,0,,0
"2020-04-25","PR","D",83,,6,,,,137,0,,,9313,0,,,,,,878,878,7,0,429,,,,,,,0,10191,7,,,,,,0,,0
"2020-04-24","PR","A",77,,8,,,,172,0,,,9313,0,,,,,,871,871,-44,0,405,,,,,,,0,10184,-44,,,,,,0,,0
"2020-04-23","PR","A",69,,2,,,,154,0,,,9313,471,,,,,,915,,0,0,,,,,,,,0,10228,471,,,,,,0,,0
"2020-04-22","PR","A",67,,3,,,,140,0,,,8842,53,,,,,,915,,-383,0,,,,,,,,0,9757,-330,,,,,,0,,0
"2020-04-21","PR","A",64,,1,,,,117,0,,,8789,303,,,,,,1298,,46,0,,,,,,,,0,10087,349,,,,,,0,,0
"2020-04-20","PR","A",63,,1,,,,151,0,,,8486,206,,,,,,1252,,39,0,,,,,,,,0,9738,245,,,,,,0,,0
"2020-04-19","PR","A",62,,2,,,,160,0,,,8280,225,,,,,,1213,,95,0,,,,,,,,0,9493,320,,,,,,0,,0
"2020-04-18","PR","A",60,,2,,,,165,0,,,8055,191,,,,,,1118,,50,0,,,,,,,,0,9173,241,,,,,,0,,0
"2020-04-17","PR","A",58,,2,,,,,0,,,7864,549,,,,,,1068,,25,0,,,,,,,,0,8932,574,,,,,,0,,0
"2020-04-16","PR","A",56,,5,,,,,0,,,7315,490,,,,,,1043,,69,0,,,,,,,,0,8358,559,,,,,,0,,0
"2020-04-15","PR","A",51,,6,,,,,0,,,6825,541,,,,,,974,,51,0,,,,,,,,0,7799,592,,,,,,0,,0
"2020-04-14","PR","A",45,,0,,,,,0,,,6284,324,,,,,,923,,20,0,,,,,,,,0,7207,344,,,,,,0,,0
"2020-04-13","PR","A",45,,1,,,,,0,,,5960,141,,,,,,903,,6,0,,,,,,,,0,6863,147,,,,,,0,,0
"2020-04-12","PR","A",44,,2,,,,,0,,,5819,236,,,,,,897,,109,0,,,,,,,,0,6716,345,,,,,,0,,0
"2020-04-11","PR","A",42,,3,,,,,0,,,5583,462,,,,,,788,,63,0,,,,,,,,0,6371,525,,,,,,0,,0
"2020-04-10","PR","A",39,,6,,,,,0,,,5121,418,,,,,,725,,42,0,,,,,,,,0,5846,460,,,,,,0,,0
"2020-04-09","PR","A",33,,9,,,,,0,,,4703,437,,,,,,683,,63,0,,,,,,,,0,5386,500,,,,,,0,,0
"2020-04-08","PR","A",24,,1,,,,,0,,,4266,300,,,,,,620,,47,0,,,,,,,,0,4886,347,,,,,,0,,0
"2020-04-07","PR","A",23,,2,,,,,0,,,3966,534,,,,,,573,,60,0,,,,,,,,0,4539,594,,,,,,0,,0
"2020-04-06","PR","A",21,,1,,,,,0,,,3432,359,,,,,,513,,38,0,,,,,,,,0,3945,397,,,,,,0,,0
"2020-04-05","PR","A",20,,2,,,,,0,,,3073,468,,,,,,475,,23,0,,,,,,,,0,3548,491,,,,,,0,,0
"2020-04-04","PR","A",18,,3,,,,,0,,,2605,556,,,,,,452,,74,0,,,,,,,,0,3057,630,,,,,,0,,0
"2020-04-03","PR","A",15,,3,,,,,0,,,2049,445,,,,,,378,,62,0,,,,,,,,0,2427,507,,,,,,0,,0
"2020-04-02","PR","A",12,,1,,,,,0,,,1604,195,,,,,,316,,30,0,,,,,,,,0,1920,225,,,,,,0,,0
"2020-04-01","PR","A",11,,3,,,,,0,,,1409,214,,,,,,286,,47,0,,,,,,,,0,1695,261,,,,,,0,,0
"2020-03-31","PR","A",8,,2,,,,,0,,,1195,264,,,,,,239,,65,0,,,,,,,,0,1434,329,,,,,,0,,0
"2020-03-30","PR","A",6,,1,,,,,0,,,931,90,,,,,,174,,47,0,,,,,,,,0,1105,137,,,,,,0,,0
"2020-03-29","PR","A",5,,2,,,,,0,,,841,102,,,,,,127,,27,0,,,,,,,,0,968,129,,,,,,0,,0
"2020-03-28","PR","A",3,,0,,,,,0,,,739,220,,,,,,100,,21,0,,,,,,,,0,839,241,,,,,,0,,0
"2020-03-27","PR","A",3,,1,,,,,0,,,519,142,,,,,,79,,15,0,,,,,,,,0,598,157,,,,,,0,,0
"2020-03-26","PR","A",2,,0,,,,,0,,,377,60,,,,,,64,,13,0,,,,,,,,0,441,73,,,,,,0,,0
"2020-03-25","PR","A",2,,0,,,,,0,,,317,49,,,,,,51,,12,0,,,,,,,,0,368,61,,,,,,0,,0
"2020-03-24","PR","A",2,,0,,,,,0,,,268,79,,,,,,39,,8,0,,,,,,,,0,307,87,,,,,,0,,0
"2020-03-23","PR","A",2,,1,,,,,0,,,189,6,,,,,,31,,8,0,,,,,,,,0,220,14,,,,,,0,,0
"2020-03-22","PR",,1,,1,,,,,0,,,183,40,,,,,,23,,2,0,,,,,,,,0,206,42,,,,,,0,,0
"2020-03-21","PR",,,,0,,,,,0,,,143,29,,,,,,21,,7,0,,,,,,,,0,164,36,,,,,,0,,0
"2020-03-20","PR",,,,0,,,,,0,,,114,58,,,,,,14,,9,0,,,,,,,,0,128,67,,,,,,0,,0
"2020-03-19","PR",,,,0,,,,,0,,,56,25,,,,,,5,,0,0,,,,,,,,0,61,25,,,,,,0,,0
"2020-03-18","PR",,,,0,,,,,0,,,31,18,,,,,,5,,0,0,,,,,,,,0,36,18,,,,,,0,,0
"2020-03-17","PR",,,,0,,,,,0,,,13,4,,,,,,5,,0,0,,,,,,,,0,18,4,,,,,,0,,0
"2020-03-16","PR",,,,0,,,,,0,,,9,0,,,,,,5,,0,0,,,,,,,,0,14,0,,,,,,0,,0